,title,byline,dates,datetime,kw-China,kw-Ma
6426,Robert Gerber General Manager Regal Riverside Hotel,Anonymous.,19 Apr 2010,2010-04-19,False,True
6412,"Nathan McMurtray Director, regional equity- linked origination Citi",Anonymous.,19 Apr 2010,2010-04-19,False,False
6428,Stephen Albutt Director and co-head of corporate equity derivatives Citi,Anonymous.,19 Apr 2010,2010-04-19,False,False
6445,Steve Bernstein Chief executive Oppenheimer Investments - Asia,Anonymous.,19 Apr 2010,2010-04-19,False,False
6444,"Vinay Dube Senior vice-president, Asia-Pacific Delta Air Lines",Anonymous.,19 Apr 2010,2010-04-19,False,False
6443,Chalco expects return to profit in first quarter Aluminium in worldwide demand,"Lee, Amanda.",19 Apr 2010,2010-04-19,False,True
6442,Firm plans expansion after record net profit China Shanshui Cement Group,"Wang, Ana.",19 Apr 2010,2010-04-19,False,False
6441,Tender care,Anonymous.,19 Apr 2010,2010-04-19,False,False
6440,'Copy claims' force Shanghai expo to change tune over theme song,Will Clem in Shanghai.,19 Apr 2010,2010-04-19,False,False
6439,"Sharp rise in revenue, profit for developer Strong demand for luxury residential properties boosts margins for upmarket real estate company, writes Wilson Lau Glorious Property",Anonymous.,19 Apr 2010,2010-04-19,False,True
6438,Six officials punished in drug agency controversy,Will Clem in Shanghai.,19 Apr 2010,2010-04-19,False,False
6427,Guangdong rescuers head home,Ivan Zhai in Xining; Qinghai.,19 Apr 2010,2010-04-19,False,False
6436,Bold steps bring RBS back from the brink Chief Stephen Hester clears obstacles with a leap of faith,Wang Xiangwei in Beijing.,19 Apr 2010,2010-04-19,False,False
6435,"Chill out, Beijing is not about to drop da bomb",Anonymous.,19 Apr 2010,2010-04-19,False,False
6434,We need a consensus on the road to reform,Anonymous.,19 Apr 2010,2010-04-19,False,False
6433,Architectural conservation is about keeping cities distinct,Anonymous.,19 Apr 2010,2010-04-19,False,False
6432,Costlier trip,Anonymous.,19 Apr 2010,2010-04-19,False,False
6431,Hu-Obama meeting a lesson in noise control,Anonymous.,19 Apr 2010,2010-04-19,False,True
6430,Officials must do more for street sleepers,Anonymous.,19 Apr 2010,2010-04-19,False,False
6429,"Most want more nature sites, poll finds","Ng, Joyce.",19 Apr 2010,2010-04-19,False,False
6437,Greens hail deal toprotect Borneo'spristine 'Lost World',malaysia Luke Hunt in Kuala Lumpur.,19 Apr 2010,2010-04-19,False,False
6542,Announcements,Anonymous.,20 Apr 2010,2010-04-20,False,False
6541,Woman's body found a year after her death Discovery of woman's remains a year after her death sparks action Discovery of skeletal remains sparks new plan in Tin Shui Wai,"Lo, Clifford.",20 Apr 2010,2010-04-20,False,True
6539,Battered airlines press EU to re-open air space,"So, Charlotte.",20 Apr 2010,2010-04-20,False,False
6538,Anachronism that chews up public funds,with Jake van der Kamp jake.vanderkamp@scmp.com.,20 Apr 2010,2010-04-20,False,False
6537,Ash cloud chokes supplychain Ash cloud chokes supply chain leaving HK in business limbo Air travel ban leaves HK business in limbo,"Eng, Dennis; Yau, Elaine.",20 Apr 2010,2010-04-20,False,False
6536,Blank faces return to school amid the prayers Blank faces return to school amid the prayers,"Ng Tze-wei in Jiegu; Qinghai; Tam, Fiona.",20 Apr 2010,2010-04-20,False,False
6535,Business,Anonymous.,20 Apr 2010,2010-04-20,False,False
6530,Head of nurse's union sent home for six weeks,"Yuk-hang, Ng.",20 Apr 2010,2010-04-20,False,False
6533,Courts: [2],Anonymous.,20 Apr 2010,2010-04-20,False,False
6532,Courts,Anonymous.,20 Apr 2010,2010-04-20,False,False
6531,Courts: [1],Anonymous.,20 Apr 2010,2010-04-20,False,False
6529,"HK homes the least affordable in world World's least affordable homes carry added sting, academic says","Wong, Olga.",20 Apr 2010,2010-04-20,False,False
6528,HK$120m set aside to subsidise rise in outer island ferry fares,"Lam, Anita.",20 Apr 2010,2010-04-20,False,False
6527,National,Anonymous.,20 Apr 2010,2010-04-20,False,False
6543,BBMG has biggest land reserve in Beijing,Toh Han Shih.,20 Apr 2010,2010-04-20,False,False
6534,City,Anonymous.,20 Apr 2010,2010-04-20,False,False
6544,Techtronic says it is on track to meet aggressive targets,"Perez, Bien.",20 Apr 2010,2010-04-20,False,False
6553,In Brief,Anonymous.,20 Apr 2010,2010-04-20,False,False
6546,Smaller brokerages in danger of going to the wall as turnover declines White Collar,"Yiu, Enoch.",20 Apr 2010,2010-04-20,False,True
6561,"Jockeys, trainers unlikely to make Cup","Aitken, Alan.",20 Apr 2010,2010-04-20,False,True
6560,Landowner seeks to build house on illegal dump site,"Chi-fai, Cheung.",20 Apr 2010,2010-04-20,False,False
6559,Clever clicks,Anonymous.,20 Apr 2010,2010-04-20,False,False
6558,CreateHK puts talent on world stage,"Chan, Kobi.",20 Apr 2010,2010-04-20,False,False
6557,Different era and mood for 'little dragons' talks,Fanny W.Y. Fung.,20 Apr 2010,2010-04-20,False,False
6556,Do election forums have any real value?,Anonymous.,20 Apr 2010,2010-04-20,False,False
6555,Events,Anonymous.,20 Apr 2010,2010-04-20,False,False
6554,Fully covered,Anonymous.,20 Apr 2010,2010-04-20,False,False
6526,NEWS SECTION A scmp.com today CITY.LIFE.SPORT SECTION C BUSINESS SECTION B,Anonymous.,20 Apr 2010,2010-04-20,False,False
6552,Open-air bar an unfamiliar venue for social set checking out an unfamiliar label,Anonymous.,20 Apr 2010,2010-04-20,False,False
6551,"Veto of electoral reform will affect mainland trust, top adviser says","Cheung, Gary; Leung, Ambrose.",20 Apr 2010,2010-04-20,False,True
6550,PolyU academic accused of fraud,"Ng, Maggie.",20 Apr 2010,2010-04-20,False,False
6549,Shorter probation for civil service recruits,"Wong, Martin.",20 Apr 2010,2010-04-20,False,False
6548,Singapore Air to raise capacity on HK route,"So, Charlotte.",20 Apr 2010,2010-04-20,False,False
6547,Skincare brand L'Occitane seeks up to US$708m in HK listing,"Lee, Amanda.",20 Apr 2010,2010-04-20,False,False
6545,Table of Contents,Anonymous.,20 Apr 2010,2010-04-20,False,False
6525,Stocks dive as brakes put on property prices Biggest fall in Shanghai index in 8 months hurts sentiment,Daniel Ren in Shanghai.,20 Apr 2010,2010-04-20,False,False
6540,Suicide is second tragedy for family,Anonymous.,20 Apr 2010,2010-04-20,False,False
6523,Bus drivers rally for more rest time,"Kang-chung, Ng.",20 Apr 2010,2010-04-20,False,False
6502,Monks plan independent tally of dead,Ng Tze-wei in Jiegu.,20 Apr 2010,2010-04-20,False,False
6501,Sincere to open fourth outlet in Tsuen Wan 110-year-old department store's first expansion in 13 years expected in third quarter,"Sun, Celine.",20 Apr 2010,2010-04-20,False,False
6500,Developer of Tai O project eyes Hollywood Rd married quarters,"Ng, Joyce.",20 Apr 2010,2010-04-20,False,True
6499,"Glitch leaves Henry Tang red-faced, but 'all will be right on the night'",Will Clem in Shanghai.,20 Apr 2010,2010-04-20,False,False
6498,Green crematorium wins design award,"Wong, Olga.",20 Apr 2010,2010-04-20,False,True
6497,In Brief,Anonymous.,20 Apr 2010,2010-04-20,False,False
6496,Mirror image,Anonymous.,20 Apr 2010,2010-04-20,False,True
6503,Beijing: Store employees admit stealing,Anonymous.,20 Apr 2010,2010-04-20,False,False
6495,PolyU to face HK$1.67b deficit from projects University questioned over costs,"Kwok, Vivian.",20 Apr 2010,2010-04-20,False,False
6492,Swire says rent growth will fall at property arm,"Rovnick, Naomi.",20 Apr 2010,2010-04-20,False,False
6491,Woman threw urine over lawyer and judge,"Chiu, Austin.",20 Apr 2010,2010-04-20,False,True
6490,"Israelis eager to share technical expertise Ministerial-level visits signal closer economic and cultural ties, writes Martin Donovan",Anonymous.,20 Apr 2010,2010-04-20,False,True
6489,message,Anonymous.,20 Apr 2010,2010-04-20,False,False
6488,"Special care urged for quake orphans Professor says agencies helping the children should know Tibetan religion, customs",Ivan Zhai in Xining; Qinghai.,20 Apr 2010,2010-04-20,False,False
6524,Teddy Chen flying into a big schedule but there's no guillotine in the picture,Anonymous.,20 Apr 2010,2010-04-20,False,False
6487,Stray dogs the added danger in quake zone,Ng Tze-wei in Jiegu; Qinghai; and Mandy Zuo.,20 Apr 2010,2010-04-20,False,False
6493,Community service for National Day protest,"Chiu, Austin.",20 Apr 2010,2010-04-20,False,False
6504,Exhibitors spread green message,Hong Kong International Home Textiles Fair.,20 Apr 2010,2010-04-20,False,False
6494,Ratings boost for ATV with film awards TVB outshone as show reaches finale,"But, Joshua; Wong, Martin.",20 Apr 2010,2010-04-20,False,False
6506,"More than a game "" Greg Torode",greg.torode@scmp.com.,20 Apr 2010,2010-04-20,False,False
6522,Wind farm off Lamma passes hurdle,"Chi-fai, Cheung.",20 Apr 2010,2010-04-20,False,True
6521,Young at art,Anonymous.,20 Apr 2010,2010-04-20,False,False
6505,Chen quits as deputy chairman of Cathay,Anonymous.,20 Apr 2010,2010-04-20,False,True
6520,Human rights talks with US set to resume Next round of dialogue set for next month,Kristine Kwok in Washington.,20 Apr 2010,2010-04-20,False,True
6519,In Brief,Anonymous.,20 Apr 2010,2010-04-20,False,False
6518,Positive outlook in sector as market recovers An encouraging rise in exports this year of Hong Kong's household products is causefor optimism. Reports by Evelina Leung,Hong Kong Houseware Fair.,20 Apr 2010,2010-04-20,False,True
6516,Villagers worry as toxic plant assets are sold,He Huifeng.,20 Apr 2010,2010-04-20,False,False
6515,Alibaba to continue march on US despite cyber attack,Stephen Chen in Beijing.,20 Apr 2010,2010-04-20,False,True
6517,Thirsty work,Anonymous.,20 Apr 2010,2010-04-20,False,False
6513,New clampdown may not be enough to cool property prices,Anonymous.,20 Apr 2010,2010-04-20,False,True
6512,Volunteer's lament for a fallen hero,Anonymous.,20 Apr 2010,2010-04-20,False,False
6511,Nimble businesses find way around volcanic ash cloud,Anonymous.,20 Apr 2010,2010-04-20,False,False
6510,Task force to monitor China's defence moves Shows of strength concern Japan,japan Julian Ryall in Tokyo.,20 Apr 2010,2010-04-20,False,False
6509,Bothered by sweeteners,Anonymous.,20 Apr 2010,2010-04-20,False,False
6507,Time for Thais to face up to their future,Anonymous.,20 Apr 2010,2010-04-20,False,False
6514,Feast from the past,Anonymous.,20 Apr 2010,2010-04-20,False,False
6508,"Hire foreign nurses, and teach them Cantonese",Anonymous.,20 Apr 2010,2010-04-20,False,False
19562,Why some are scenting blood on Wall Street,Anonymous.,21 Apr 2010,2010-04-21,False,False
19556,Battle to finish pavilions heats up as clock runs down,Anonymous.,21 Apr 2010,2010-04-21,False,False
19557,Beijing: More time spent reading,Anonymous.,21 Apr 2010,2010-04-21,False,False
19560,"Marooned on a merry-go-round of uncertainty Trapped and down to her last 15, Vivienne Chow reports from London",Anonymous.,21 Apr 2010,2010-04-21,False,True
19563,High property prices weaken competitiveness,Anonymous.,21 Apr 2010,2010-04-21,False,False
19559,Italian cheese stocks run out in HK,Anonymous.,21 Apr 2010,2010-04-21,False,False
19561,Just when you thought volcanic ash risk exaggerated,Anonymous.,21 Apr 2010,2010-04-21,False,False
19555,Trouble brewing,Anonymous.,21 Apr 2010,2010-04-21,False,False
19558,In Brief,Anonymous.,21 Apr 2010,2010-04-21,False,False
19554,Thinking big,Anonymous.,21 Apr 2010,2010-04-21,False,False
19547,"Power price's link to coal price the key, says Datang boss","Ng, Eric.",21 Apr 2010,2010-04-21,False,False
19552,Property listing,Anonymous.,21 Apr 2010,2010-04-21,False,False
19551,New guidelines for medical reform issued Hospitals may be rewarded for lower bills,Zhuang Pinghui.,21 Apr 2010,2010-04-21,False,True
19550,Construction giant CSCE reveals its global ambitions,Toh Han Shih.,21 Apr 2010,2010-04-21,False,False
19549,Board maker demurs on damages,Toh Han Shih.,21 Apr 2010,2010-04-21,False,True
19548,Luxury retailers snap up prime space in Shanghai Shop rents rise 1.1pc amid demand from top brands,Peggy Sito in Shanghai.,21 Apr 2010,2010-04-21,False,True
19546,In Brief,Anonymous.,21 Apr 2010,2010-04-21,False,False
19545,International,Anonymous.,21 Apr 2010,2010-04-21,False,False
19544,'Referendum' goalposts move in sum-total tactic,"Leung, Ambrose; Fanny W.Y. Fung.",21 Apr 2010,2010-04-21,False,False
19564,Rebuilding is the best tribute to quake victims,Anonymous.,21 Apr 2010,2010-04-21,False,False
19543,"Wynn some, lose some, life's a great big gambleThe Sinification of a Vegas casino mogul Macau casino developer says he is the luckiest guy in the world Casinos","Gough, Neil.",21 Apr 2010,2010-04-21,False,True
19553,"Red-hot market reaches dizzying heights Recovering economy and employment market, low interest rates and foreign investors fuel demand in Singapore",Anonymous.,21 Apr 2010,2010-04-21,False,True
19565,Hotel puts opening celebrations on hold,Anonymous.,21 Apr 2010,2010-04-21,False,False
19582,"More relief supplies arrive, but weather now biggest threat",Ng Tze-wei in Longbao; Qinghai.,21 Apr 2010,2010-04-21,False,False
19566,Jobless rate drops to lowest since late 2008,Anonymous.,21 Apr 2010,2010-04-21,False,False
19542,Troubled Zhongwang says earnings up 87pc,Staff Reporters.,21 Apr 2010,2010-04-21,False,False
19588,"Crisis raises value of top professionals The financial meltdown opens new opportunities in sector, while scope of work also expands, writes Andrea Li HKICPA",Anonymous.,21 Apr 2010,2010-04-21,False,False
19587,Geologist says it's safe torebuild devastated Jiegu,"Chi-yuk, Choi.",21 Apr 2010,2010-04-21,False,False
19586,How you can donate,Anonymous.,21 Apr 2010,2010-04-21,False,False
19585,HK prepares to adopt new rules specifically for SMEs Reporting,"Li, Andrea.",21 Apr 2010,2010-04-21,False,False
19584,Nation to honour Qinghai victims today Those who died in earthquake to be remembered with lowered flags and silent tributes,"Zuo, Mandy; Tam, Fiona.",21 Apr 2010,2010-04-21,False,False
19583,Tommy Cheung joins the call for HK$24 minimum Liberal Party warns of ripple effect of rise in wage level on businesses,"Wong, Martin.",21 Apr 2010,2010-04-21,False,False
19581,Writ deals a fresh blow to ATV,"But, Joshua.",21 Apr 2010,2010-04-21,False,False
19580,Talks to tackle lump sum health insurance plan,"Lee, Ella.",21 Apr 2010,2010-04-21,False,False
19579,To Kwa Wan payout plans upset some residents,"Wong, Olga.",21 Apr 2010,2010-04-21,False,False
19589,Helping hand,Anonymous.,21 Apr 2010,2010-04-21,False,False
19578,"Teacher who kissed pupil, 14, found guilty on four counts","Ng, Maggie.",21 Apr 2010,2010-04-21,False,False
19576,Rules governing IPOs must be made clearListings,"Lau, Wilson.",21 Apr 2010,2010-04-21,False,True
19575,Pigs lead hunters on a merry hillside chase,"Lo, Clifford.",21 Apr 2010,2010-04-21,False,False
19574,Pair deny stealing from legal clients,"Chiu, Austin.",21 Apr 2010,2010-04-21,False,False
19573,My lease contract at the Hong Kong Gold Coast [Derived headline],Anonymous.,21 Apr 2010,2010-04-21,False,False
19572,Teacher's premonition saved entire school,Staff Reporters.,21 Apr 2010,2010-04-21,False,False
19571,Minsheng posts 54pc increase in earnings President says no need to raise fresh funds,"Yiu, Enoch.",21 Apr 2010,2010-04-21,False,False
19570,Slow show reveals crisis impact on Abu Dhabi,Agence France-Presse in Abu Dhabi.,21 Apr 2010,2010-04-21,False,False
19569,Washing machine maker heads for China's hills to boost sales,"Perez, Bien.",21 Apr 2010,2010-04-21,False,True
19568,Amex to offer yuan travel cheques,Jane Cai in Beijing.,21 Apr 2010,2010-04-21,False,False
19567,"Mayhem as expo opens for dry run Visitors complain of poor organisation as 200,000 attend soft opening","Ren, Daniel; Will Clem in Shanghai.",21 Apr 2010,2010-04-21,False,True
19577,"Steady rise in compliance, but more still needs to be donecorporate governance","Munish, Mukul.",21 Apr 2010,2010-04-21,False,False
19541,Results,Anonymous.,21 Apr 2010,2010-04-21,False,False
19514,Cheers for Tears for Fears' promoter - we've got tickets to give away,Anonymous.,21 Apr 2010,2010-04-21,False,False
19539,Property,Anonymous.,21 Apr 2010,2010-04-21,False,False
19511,HK secondary deals climb 11pc as buyers fear price rises,"Liu, Yvonne.",21 Apr 2010,2010-04-21,False,False
19510,Fund manager sues JP Morgan for deal breach,"Man, Joyce.",21 Apr 2010,2010-04-21,False,True
19509,Visiting chef from the Middle East (via Australia) helps H One weather the storm,Anonymous.,21 Apr 2010,2010-04-21,False,False
19508,TDC to consider holding more fairs at AsiaWorld-Expo,"But, Joshua.",21 Apr 2010,2010-04-21,False,False
